Course ID,Course code,Course number,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Key,Faculty,Department,Program,Level,Degree,Title,Description,Metadata,Type,Website
41842,MECH,6121,AERODYNAMICS,4.0,LEC,Lecture,Course Prerequisite: ENGR6201; Never Taken/Not Registered: MECH464,GRAD,,GCS_417,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Aerodynamics,A project on specific topic or applications is required,,Course-integrated,No website provided
41843,MECH,6161,GAS TURBINE DESIGN,4.0,LEC,Lecture,"Never Taken/Not Registered: MECH465 You must complete 1 of the following rules   Course Prerequisite: MECH6171, MECH462",GRAD,,GCS_420,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Gas Turbine Design,A project on specific topic or applications is required,,Course-integrated,No website provided
41844,MECH,6171,TURBOMACHINERY + PROPULSION,4.0,LEC,Lecture,Course Prerequisite: ENGR6201; Never Taken/Not Registered: MECH462,GRAD,,GCS_421,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Turbomachinery and Propulsion,Projects on selected topics are required,,Course-integrated,No website provided
41845,MECH,6181,HEAT VENT+AIR CONDITION SYS.,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_422,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,"Heating, Air Conditioning and Ventilation",A project on selected applications is required,,Course-integrated,No website provided
41846,MECH,6251,SPACE FL. MECH. & PROPULSION,4.0,LEC,Lecture,"You must complete 1 of the following rules   Course Prerequisite: MECH6111, MECH461",GRAD,,GCS_426,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Space Flight Mechanics and Propulsion Systems,A project is required,,Course-integrated,No website provided
41849,MECH,6481,AEROELASTICITY,4.0,LEC,Lecture,This course is reserved for MIAE students,GRAD,,GCS_437,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Aeroelasticity,A project on specific applications is required,,Course-integrated,No website provided
41849,MECH,6481,AEROELASTICITY,4.0,REA,Reading,This course is reserved for MIAE students,GRAD,,GCS_437,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Aeroelasticity,A project on specific applications is required,,Course-integrated,No website provided
41850,MECH,6511,MECHANICAL FORMING OF METALS,4.0,LEC,Lecture,Never Taken/Not Registered: MECH421,GRAD,,GCS_440,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Mechanical Forming of Metals,A project on current research topics and selected applications is required,,Course-integrated,No website provided
41850,MECH,6511,MECHANICAL FORMING OF METALS,4.0,REA,Reading,Never Taken/Not Registered: MECH421,GRAD,,GCS_440,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Mechanical Forming of Metals,A project on current research topics and selected applications is required,,Course-integrated,No website provided
41851,MECH,6521,MANUFACTURING OF COMPOSITES,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_441,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Manufacturing of Composites,A project on selected topics of current interest is required,,Course-integrated,No website provided
41852,MECH,6581,MECH BEHAV/POLYMER COMP MAT,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_447,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Mechanical Behaviour of Polymer Composite Materials,Projects on selected applications are required,,Course-integrated,No website provided
41853,MECH,6621,MICROPROCESS + APPLICATIONS,4.0,LEC,Lecture,; Never Taken/Not Registered: MECH471,GRAD,,GCS_450,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Microprocessors and Applications,A project on specific topic or applications is required,,Course-integrated,No website provided
41854,MECH,6631,INDUSTRIAL AUTOMATION,4.0,LEC,Lecture,This course is reserved for MIAE students only; never taken MECH 472,GRAD,,GCS_451,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Industrial Automation,A project on specific topic or applications is required,,Course-integrated,No website provided
41855,MECH,6751,VEHICLE DYNAMICS,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_459,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Vehicle Dynamics,A project on research topics is required,,Course-integrated,No website provided
41857,MECH,6761,VEHICULAR INTER.COMB.ENGINES,4.0,LEC,Lecture,Never Taken/Not Registered: MECH454,GRAD,,GCS_460,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Vehicular Internal Combustion Engines,"Modelling, Simulation, Demonstration in lab",,Course-integrated,No website provided
47523,MECH,6741,MECHATRONICS,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_458,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Mechatronics,A project is required,,Course-integrated,No website provided
47928,MECH,6571,Corrosion and Oxidation of Metals,4.0,LEC,Lecture,,GRAD,,GCS_446,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Corrosion and Oxidation of Metals,A project on current research topics and selected applications is required,,Course-integrated,No website provided
47928,MECH,6571,Corrosion and Oxidation of Metals,4.0,REA,Reading,,GRAD,,GCS_446,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Corrosion and Oxidation of Metals,A project on current research topics and selected applications is required,,Course-integrated,No website provided
48545,MECH,6341,ENGINEERING ANALYSIS OF SMART MATERIALS AND STRUCTURES,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_430,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Engineering Analysis of Smart Materials and Structures,A project is required,,Course-integrated,No website provided
48950,MECH,6011,ANALYSIS OF INDUSTRIAL CONTROL SYSTEMS,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_408,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Analysis and Design of Pneumatic Systems,A project on selected topics is required,,Course-integrated,No website provided
48951,MECH,6771,DRIVERLESS GROUND VEHICLES,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_461,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Driverless Ground Vehicles,A project on selected topics is required,,Course-integrated,No website provided
48952,MECH,6781,GUIDED VEHICLE SYSTEMS,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_462,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Guided Vehicle Systems,A project on selected topics is an integral part of the course,,Course-integrated,No website provided
48953,MECH,7011,DYNAMICS OF HYDRAULIC CONTROL SYSTEMS,4.0,LEC,Lecture,"Prerequisites: MECH 6021, 6061.",GRAD,,GCS_463,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Dynamics of Hydraulic Control Systems,Projects on selected topics are required,,Course-integrated,No website provided
25652,MHIS,203,MUSIC HISTORY TO 1800,3.0,LEC,Lecture,"Never Taken/Not Registered: MHIS200, MHIS201, MHIS498*",UGRD,,FFA_0529,FFA,Music,,Undergraduate,Bachelor,MUSIC HISTORY TO 1800,,,Course-integrated,No website provided
25822,MPER,321,CHAMBER ENSEMBLE I,3.0,STU,Studio,,UGRD,,FFA_144,FFA,Music,Music Performance,Undergraduate,Bachelor,Chamber Ensemble I,Public performance,Artistic performances/exhibits,Course-integrated,No website provided
25823,MPER,322,CHAMBER ENSEMBLE II,3.0,STU,Studio,Course Prerequisite: MPER321,UGRD,,FFA_145,FFA,Music,Music Performance,Undergraduate,Bachelor,Chamber Ensemble II,Public performance,Artistic performances/exhibits,Course-integrated,No website provided
25853,MPER,421,CHAMBER ENSEMBLE III,3.0,STU,Studio,Course Prerequisite: MPER322,UGRD,,FFA_151,FFA,Music,Music Performance,Undergraduate,Bachelor,Chamber Ensemble III,Public performance,Artistic performances/exhibits,Course-integrated,No website provided
41955,MPER,451,PRIVATE STUDY V,3.0,PST,Private Studies,,UGRD,,FFA_0528,FFA,Music,,Undergraduate,Bachelor,PRIVATE STUDY V,,,Course-integrated,No website provided
25928,MSCA,602,APPLIED LINEAR STAT MODELS,3.0,SEM,Seminar,,GRAD,,JMSB_30,JMSB,Finance,Finance,Graduate,Master,Applied Linear Statistical Models,Case studies,,Course-integrated,No website provided
25931,MSCA,611,RESEARCH METHODOLOGY-FINANCE,3.0,SEM,Seminar,,GRAD,,JMSB_31,JMSB,Finance,Finance,Graduate,Master,Research Methodology,Research paper presentation and a separate research paper,,Course-integrated,No website provided
25940,MSCA,625,SEMINAR IN OPTIONS & FUTURES,3.0,SEM,Seminar,,GRAD,,JMSB_32,JMSB,Finance,Finance,Graduate,Master,Seminar in Options and Futures,Research proposal presentation,,Course-integrated,No website provided
46958,MSCA,632,SEMINAR IN SPECIAL TOPICS IN FINANCE,3.0,SEM,Seminar,,GRAD,,JMSB_33,JMSB,Finance,Finance,Graduate,Master,Seminar in Special Topics in Finance,Research paper and presentation,,Course-integrated,No website provided
48905,MSCA,654,CONSULTING,3.0,SEM,Seminar,,GRAD,,JMSB_65,JMSB,Management,Management,Graduate,Master,Seminar in Consulting,Team assignment with client firm,,Course-integrated,No website provided
26088,MUSI,201,Introduction To Music Fundamentals,3.0,LEC,Lecture,,UGRD,,FFA_0527,FFA,Music,,Undergraduate,Bachelor,INTRODUCTION TO MUSIC FUNDAMEN,,,Course-integrated,No website provided
48946,MUSI,481,Supervised Internship I,3.0,STU,Studio,,UGRD,,FFA_555,FFA,Music,Music programs,Undergraduate,Bachelor,Supervised Internship I,Supervised internship at an industry/community partner,Capstone project;Artistic performances/exhibits,Course-integrated;Work-integrated;Community-based,No website provided
48947,MUSI,482,Supervised Internship II,3.0,STU,Studio,,UGRD,,FFA_556,FFA,Music,Music programs,Undergraduate,Bachelor,Supervised Internship II,Supervised internship at an industry/community partner,Capstone project;Artistic performances/exhibits,Course-integrated;Work-integrated;Community-based,No website provided
47743,PERC,321,Introduction to Performance Studies,3.0,SEM,Seminar,"PREREQ: Students must complete 18 credits prior to enrolling. If prerequisites are not
satisfied, permission of the Program Coordinator is required.",UGRD,,FFA_632,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,Introduction to Performance Studies,"Course investigates a broad range of sites and practices from the realms of theatre, dance, and other cultural forms",Artistic performances/exhibits;Games/Role-playing;,Course-integrated,No website provided
47744,PERC,322,Gender and Sexuality in Performance,3.0,SEM,Seminar,"PREREQUISITE: The following course must be completed previously: PERC 321. If
prerequisites are not satisfied, permission of the Program Coordinator is required.",UGRD,,FFA_633,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,Gender and Sexuality in Performance,Course provides a grounding in feminist and queer theory as critical tools for the analysis and creation of performance.,Artistic performances/exhibits;Games/Role-playing;,Course-integrated,No website provided
47747,PERC,324,Queer Theatre and Performance,3.0,SEM,Seminar,"PREREQUISITE: The following course must be completed previously: PERC 321. If
prerequisites are not satisfied, permission of the Program Coordinator is required.",UGRD,,FFA_634,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,Queer Theatre and Performance,"Course examines how the stage has been, and continues to be, a necessary public forum for queer political activism and identity politics",Artistic performances/exhibits;Games/Role-playing;,Course-integrated,No website provided
47748,PERC,386,Interdisciplinary Approaches to Performance Creation,3.0,LAB,Laboratory,Prerequisite:  ACTT 209 or PERC 209. Students must complete 24 credits in a program of the Department of Theatre prior to enrolling. If prerequisites are not satisfied permission of the Program Coordinator is required.,UGRD,TDEV 398 = PERC 386,FFA_638,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,Site-specific Performance Practice,Introduces students to interdisciplinary methods for developing solo or collaborative site‑specific works,Artistic performances/exhibits;Games/Role-playing;,Course-integrated,No website provided
47748,PERC,386,Interdisciplinary Approaches to Performance Creation,3.0,STU,Studio,Prerequisite:  ACTT 209 or PERC 209. Students must complete 24 credits in a program of the Department of Theatre prior to enrolling. If prerequisites are not satisfied permission of the Program Coordinator is required.,UGRD,TDEV 398 = PERC 386,FFA_638,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,Site-specific Performance Practice,Introduces students to interdisciplinary methods for developing solo or collaborative site‑specific works,Artistic performances/exhibits;Games/Role-playing;,Course-integrated,No website provided
47750,PERC,408,Supervised Internship I,3.0,PRA,Practicum/Internship/Work-Term,,UGRD,PERC 408=DFTT 408=SCEN 408,FFA_642,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,Supervised Internship I,Course provides students with the opportunity to obtain credit for work completed for a recognized theatre company,Practica;Artistic performances/exhibits;Real-world project/assignment,Course-integrated;Work-integrated;Community-based,No website provided
47750,PERC,408,Supervised Internship I,3.0,PRA,Practicum/Internship/Work-Term,,UGRD,PROD 408 = PERC 408,FFA_642,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,Supervised Internship I,Course provides students with the opportunity to obtain credit for work completed for a recognized theatre company,Practica;Artistic performances/exhibits;Real-world project/assignment,Course-integrated;Work-integrated;Community-based,No website provided
47751,PERC,409,Supervised Internship II,3.0,PRA,Practicum/Internship/Work-Term,,UGRD,PROD 309/409/DFTT409/PERC 409,FFA_643,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,Supervised Internship II,Course provides students with the opportunity to obtain credit for work completed for a recognized theatre company,Practica;Artistic performances/exhibits;Real-world project/assignment,Course-integrated;Work-integrated;Community-based,No website provided
47752,PERC,421,Socially Engaged and Activist Performance,3.0,SEM,Seminar,,UGRD,TDEV 398 = PERC 421,FFA_645,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,Socially Engaged and Cctivist  Performance,"Theory and practice of approaches and genres selected from community arts, oral history performance, street theatre, performance art, and political theatre",Artistic performances/exhibits;Real-world project/assignment,Course-integrated;Community-based;,No website provided
47753,PERC,471,Directing II,3.0,LAB,Laboratory,Prerequisite: PERC 311 and 30 credits from within the Department of Theatre,UGRD,,FFA_649,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,Directing II,Assignment involves directing a short work,Artistic performances/exhibits;Games/Role-playing,Course-integrated,No website provided
47753,PERC,471,Directing II,3.0,STU,Studio,Prerequisite: PERC 311 and 30 credits from within the Department of Theatre,UGRD,,FFA_649,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,Directing II,Assignment involves directing a short work,Artistic performances/exhibits;Games/Role-playing,Course-integrated,No website provided
47756,PERC,211,Theatre in the City,3.0,LAB,Laboratory,,UGRD,PROD 211 = PERC 211,FFA_627,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,Theatre in the City,Students encounter the challenges of a small production project in collaboration with other students,Artistic performances/exhibits;Games/Role-playing;,Course-integrated,No website provided
